sim_id,性别,提取模式,余命_年,死亡年龄,账户耗尽年龄,长寿缺口_年,是否长寿缺口
36,男,pct4,16.98,81.98,96.69,0.0,0
37,男,pct4,14.2,79.2,145.0,0.0,0
38,男,pct4,14.25,79.25,89.43,0.0,0
39,男,pct4,20.5,85.5,145.0,0.0,0
40,男,pct4,20.97,85.97,145.0,0.0,0
41,男,pct4,19.96,84.96,145.0,0.0,0
42,男,pct4,14.82,79.82,145.0,0.0,0
43,男,pct4,18.49,83.49,92.0,0.0,0
44,男,pct4,17.97,82.97,86.26,0.0,0
45,男,pct4,18.43,83.43,89.43,0.0,0
46,男,pct4,21.64,86.64,145.0,0.0,0
47,男,pct4,18.45,83.45,145.0,0.0,0
48,男,pct4,20.64,85.64,119.47,0.0,0
49,男,pct4,17.76,82.76,88.24,0.0,0
50,男,pct4,18.75,83.75,145.0,0.0,0
51,男,pct4,20.4,85.4,87.4,0.0,0
52,男,pct4,12.2,77.2,145.0,0.0,0
53,男,pct4,16.14,81.14,145.0,0.0,0
54,男,pct4,15.55,80.55,145.0,0.0,0
55,男,pct4,14.92,79.92,145.0,0.0,0
56,男,pct4,16.32,81.32,96.12,0.0,0
57,男,pct4,25.23,90.23,83.69,6.54,1
58,男,pct4,14.11,79.11,94.26,0.0,0
59,男,pct4,22.16,87.16,88.5,0.0,0
60,男,pct4,11.54,76.54,85.8,0.0,0
61,男,pct4,16.08,81.08,145.0,0.0,0
62,男,pct4,18.18,83.18,145.0,0.0,0
63,男,pct4,20.17,85.17,145.0,0.0,0
64,男,pct4,20.8,85.8,100.09,0.0,0
65,男,pct4,21.23,86.23,104.13,0.0,0
66,男,pct4,16.03,81.03,145.0,0.0,0
67,男,pct4,15.58,80.58,110.1,0.0,0
68,男,pct4,21.57,86.57,145.0,0.0,0
69,男,pct4,16.66,81.66,103.36,0.0,0
70,男,pct4,12.76,77.76,99.27,0.0,0
71,男,pct4,13.21,78.21,86.07,0.0,0
72,男,pct4,13.92,78.92,82.88,0.0,0
73,男,pct4,19.74,84.74,101.37,0.0,0
74,男,pct4,18.09,83.09,115.64,0.0,0
75,男,pct4,20.7,85.7,86.93,0.0,0
76,男,pct4,15.72,80.72,109.99,0.0,0
77,男,pct4,18.16,83.16,115.44,0.0,0
78,男,pct4,20.37,85.37,82.11,3.26,1
79,男,pct4,16.18,81.18,90.24,0.0,0
80,男,pct4,19.54,84.54,145.0,0.0,0
81,男,pct4,14.84,79.84,145.0,0.0,0
82,男,pct4,15.97,80.97,87.98,0.0,0
83,男,pct4,15.9,80.9,125.74,0.0,0
84,男,pct4,13.01,78.01,145.0,0.0,0
85,男,pct4,19.69,84.69,145.0,0.0,0
86,男,pct4,15.56,80.56,107.12,0.0,0
87,男,pct4,17.52,82.52,96.58,0.0,0
88,男,pct4,19.66,84.66,93.85,0.0,0
89,男,pct4,19.49,84.49,145.0,0.0,0
90,男,pct4,20.57,85.57,131.44,0.0,0
91,男,pct4,17.04,82.04,145.0,0.0,0
92,男,pct4,15.73,80.73,122.5,0.0,0
93,男,pct4,17.12,82.12,145.0,0.0,0
94,男,pct4,11.53,76.53,118.76,0.0,0
95,男,pct4,12.23,77.23,145.0,0.0,0
96,男,pct4,12.61,77.61,145.0,0.0,0
97,男,pct4,13.66,78.66,91.49,0.0,0
98,男,pct4,19.27,84.27,83.7,0.57,1
99,男,pct4,13.97,78.97,145.0,0.0,0
100,男,pct4,15.91,80.91,145.0,0.0,0
101,男,pct4,24.05,89.05,84.2,4.85,1
102,男,pct4,16.0,81.0,92.64,0.0,0
103,男,pct4,20.94,85.94,145.0,0.0,0
104,男,pct4,13.88,78.88,100.86,0.0,0
105,男,pct4,16.6,81.6,95.77,0.0,0
106,男,pct4,13.82,78.82,145.0,0.0,0
107,男,pct4,16.06,81.06,88.92,0.0,0
108,男,pct4,21.48,86.48,91.57,0.0,0
109,男,pct4,11.41,76.41,134.65,0.0,0
110,男,pct4,19.43,84.43,145.0,0.0,0
111,男,pct4,18.52,83.52,145.0,0.0,0
112,男,pct4,15.09,80.09,145.0,0.0,0
113,男,pct4,12.23,77.23,132.08,0.0,0
114,男,pct4,17.78,82.78,145.0,0.0,0
115,男,pct4,15.33,80.33,101.43,0.0,0
116,男,pct4,18.49,83.49,116.11,0.0,0
117,男,pct4,17.56,82.56,119.97,0.0,0
118,男,pct4,25.91,90.91,135.47,0.0,0
119,男,pct4,16.46,81.46,145.0,0.0,0
120,男,pct4,13.57,78.57,145.0,0.0,0
121,男,pct4,18.25,83.25,114.75,0.0,0
122,男,pct4,18.43,83.43,91.43,0.0,0
123,男,pct4,24.4,89.4,116.5,0.0,0
124,男,pct4,21.45,86.45,110.33,0.0,0
125,男,pct4,19.07,84.07,131.09,0.0,0
126,男,pct4,25.04,90.04,145.0,0.0,0
127,男,pct4,13.03,78.03,95.56,0.0,0
128,男,pct4,14.92,79.92,145.0,0.0,0
129,男,pct4,13.9,78.9,145.0,0.0,0
130,男,pct4,15.86,80.86,119.07,0.0,0
131,男,pct4,12.44,77.44,145.0,0.0,0
132,男,pct4,20.42,85.42,98.45,0.0,0
133,男,pct4,16.53,81.53,145.0,0.0,0
134,男,pct4,12.16,77.16,91.56,0.0,0
135,男,pct4,13.6,78.6,99.05,0.0,0
136,男,pct4,18.86,83.86,144.94,0.0,0
137,男,pct4,21.46,86.46,145.0,0.0,0
138,男,pct4,28.55,93.55,145.0,0.0,0
139,男,pct4,35.78,100.78,145.0,0.0,0
140,男,pct4,19.34,84.34,107.14,0.0,0
141,男,pct4,13.69,78.69,99.52,0.0,0
142,男,pct4,10.33,75.33,145.0,0.0,0
143,男,pct4,18.65,83.65,145.0,0.0,0
144,男,pct4,14.29,79.29,92.57,0.0,0
145,男,pct4,15.76,80.76,92.91,0.0,0
146,男,pct4,15.02,80.02,89.95,0.0,0
147,男,pct4,16.87,81.87,145.0,0.0,0
148,男,pct4,22.7,87.7,98.75,0.0,0
149,男,pct4,18.15,83.15,122.0,0.0,0
150,男,pct4,16.79,81.79,108.55,0.0,0
151,男,pct4,13.53,78.53,145.0,0.0,0
152,男,pct4,11.56,76.56,90.99,0.0,0
153,男,pct4,15.49,80.49,88.66,0.0,0
154,男,pct4,17.23,82.23,137.64,0.0,0
155,男,pct4,26.99,91.99,145.0,0.0,0
156,男,pct4,18.03,83.03,145.0,0.0,0
157,男,pct4,22.24,87.24,91.43,0.0,0
158,男,pct4,15.44,80.44,145.0,0.0,0
159,男,pct4,13.04,78.04,92.25,0.0,0
160,男,pct4,13.77,78.77,95.6,0.0,0
161,男,pct4,14.61,79.61,89.93,0.0,0
162,男,pct4,29.49,94.49,145.0,0.0,0
163,男,pct4,14.27,79.27,145.0,0.0,0
164,男,pct4,21.47,86.47,145.0,0.0,0
165,男,pct4,13.98,78.98,145.0,0.0,0
166,男,pct4,21.96,86.96,145.0,0.0,0
167,男,pct4,19.2,84.2,84.23,0.0,0
168,男,pct4,16.8,81.8,92.32,0.0,0
169,男,pct4,17.29,82.29,94.05,0.0,0
170,男,pct4,14.86,79.86,90.95,0.0,0
171,男,pct4,19.49,84.49,88.64,0.0,0
172,男,pct4,15.61,80.61,100.33,0.0,0
173,男,pct4,12.91,77.91,87.46,0.0,0
174,男,pct4,12.75,77.75,145.0,0.0,0
175,男,pct4,18.22,83.22,115.29,0.0,0
176,男,pct4,25.76,90.76,145.0,0.0,0
177,男,pct4,18.16,83.16,145.0,0.0,0
178,男,pct4,16.96,81.96,145.0,0.0,0
179,男,pct4,18.74,83.74,98.55,0.0,0
180,男,pct4,24.09,89.09,145.0,0.0,0
181,男,pct4,18.43,83.43,140.33,0.0,0
182,男,pct4,15.78,80.78,83.43,0.0,0
183,男,pct4,22.93,87.93,89.35,0.0,0
184,男,pct4,19.41,84.41,84.06,0.35,0
185,男,pct4,25.49,90.49,112.96,0.0,0
186,男,pct4,18.27,83.27,106.03,0.0,0
187,男,pct4,12.92,77.92,96.58,0.0,0
188,男,pct4,12.47,77.47,145.0,0.0,0
189,男,pct4,26.22,91.22,145.0,0.0,0
190,男,pct4,26.69,91.69,145.0,0.0,0
191,男,pct4,16.71,81.71,90.07,0.0,0
192,男,pct4,15.89,80.89,89.38,0.0,0
193,男,pct4,25.03,90.03,114.24,0.0,0
194,男,pct4,13.3,78.3,127.8,0.0,0
195,男,pct4,14.01,79.01,83.46,0.0,0
196,男,pct4,20.46,85.46,103.88,0.0,0
197,男,pct4,15.85,80.85,112.75,0.0,0
198,男,pct4,17.44,82.44,102.74,0.0,0
199,男,pct4,16.77,81.77,91.38,0.0,0
200,男,pct4,18.98,83.98,95.29,0.0,0
201,男,pct4,24.7,89.7,104.0,0.0,0
202,男,pct4,17.86,82.86,118.43,0.0,0
203,男,pct4,20.46,85.46,145.0,0.0,0
204,男,pct4,10.54,75.54,145.0,0.0,0
205,男,pct4,17.25,82.25,100.47,0.0,0
206,男,pct4,14.19,79.19,96.81,0.0,0
207,男,pct4,12.94,77.94,145.0,0.0,0
208,男,pct4,14.07,79.07,145.0,0.0,0
209,男,pct4,16.08,81.08,97.25,0.0,0
210,男,pct4,21.88,86.88,145.0,0.0,0
211,男,pct4,12.6,77.6,145.0,0.0,0
212,男,pct4,17.59,82.59,145.0,0.0,0
213,男,pct4,15.5,80.5,145.0,0.0,0
214,男,pct4,16.11,81.11,90.77,0.0,0
215,男,pct4,22.35,87.35,112.74,0.0,0
216,男,pct4,19.94,84.94,112.58,0.0,0
217,男,pct4,24.27,89.27,107.0,0.0,0
218,男,pct4,16.81,81.81,93.55,0.0,0
219,男,pct4,14.71,79.71,85.55,0.0,0
220,男,pct4,16.53,81.53,118.59,0.0,0
221,男,pct4,18.54,83.54,91.93,0.0,0
222,男,pct4,18.24,83.24,118.0,0.0,0
223,男,pct4,13.37,78.37,91.62,0.0,0
224,男,pct4,17.86,82.86,88.44,0.0,0
225,男,pct4,18.47,83.47,140.3,0.0,0
226,男,pct4,32.46,97.46,124.76,0.0,0
227,男,pct4,27.72,92.72,145.0,0.0,0
228,男,pct4,14.15,79.15,145.0,0.0,0
229,男,pct4,16.27,81.27,145.0,0.0,0
230,男,pct4,12.18,77.18,145.0,0.0,0
231,男,pct4,15.1,80.1,88.64,0.0,0
232,男,pct4,18.87,83.87,86.92,0.0,0
233,男,pct4,23.5,88.5,145.0,0.0,0
234,男,pct4,14.59,79.59,90.15,0.0,0
235,男,pct4,14.86,79.86,88.95,0.0,0
236,男,pct4,10.29,75.29,109.75,0.0,0
237,男,pct4,16.78,81.78,107.34,0.0,0
238,男,pct4,13.44,78.44,90.37,0.0,0
239,男,pct4,15.33,80.33,100.2,0.0,0
240,男,pct4,14.07,79.07,145.0,0.0,0
241,男,pct4,17.06,82.06,91.47,0.0,0
242,男,pct4,11.33,76.33,86.16,0.0,0
243,男,pct4,12.17,77.17,145.0,0.0,0
244,男,pct4,29.5,94.5,145.0,0.0,0
245,男,pct4,12.72,77.72,93.98,0.0,0
246,男,pct4,13.33,78.33,84.95,0.0,0
247,男,pct4,27.45,92.45,92.24,0.21,0
248,男,pct4,35.71,100.71,108.97,0.0,0
249,男,pct4,13.09,78.09,145.0,0.0,0
250,男,pct4,15.95,80.95,89.02,0.0,0
251,男,pct4,18.99,83.99,107.59,0.0,0
252,男,pct4,26.73,91.73,145.0,0.0,0
253,男,pct4,13.7,78.7,81.23,0.0,0
254,男,pct4,16.44,81.44,145.0,0.0,0
255,男,pct4,21.15,86.15,87.74,0.0,0
256,男,pct4,19.44,84.44,145.0,0.0,0
257,男,pct4,15.92,80.92,144.16,0.0,0
258,男,pct4,16.9,81.9,145.0,0.0,0
259,男,pct4,12.45,77.45,145.0,0.0,0
260,男,pct4,16.47,81.47,81.24,0.23,0
261,男,pct4,16.35,81.35,91.73,0.0,0
262,男,pct4,18.49,83.49,123.22,0.0,0
263,男,pct4,15.23,80.23,103.39,0.0,0
264,男,pct4,19.61,84.61,145.0,0.0,0
265,男,pct4,22.41,87.41,145.0,0.0,0
266,男,pct4,18.14,83.14,145.0,0.0,0
267,男,pct4,19.04,84.04,102.77,0.0,0
268,男,pct4,17.69,82.69,83.51,0.0,0
269,男,pct4,17.46,82.46,96.83,0.0,0
270,男,pct4,14.62,79.62,145.0,0.0,0
271,男,pct4,18.88,83.88,88.53,0.0,0
272,男,pct4,17.05,82.05,145.0,0.0,0
273,男,pct4,29.24,94.24,145.0,0.0,0
274,男,pct4,25.72,90.72,121.94,0.0,0
275,男,pct4,19.2,84.2,79.1,5.11,1
276,男,pct4,14.47,79.47,86.99,0.0,0
277,男,pct4,13.28,78.28,145.0,0.0,0
278,男,pct4,23.41,88.41,95.17,0.0,0
279,男,pct4,18.63,83.63,82.85,0.78,1
280,男,pct4,19.65,84.65,145.0,0.0,0
281,男,pct4,11.36,76.36,112.71,0.0,0
282,男,pct4,21.94,86.94,145.0,0.0,0
283,男,pct4,19.53,84.53,145.0,0.0,0
284,男,pct4,13.29,78.29,145.0,0.0,0
285,男,pct4,15.55,80.55,145.0,0.0,0
286,男,pct4,18.63,83.63,145.0,0.0,0
287,男,pct4,17.69,82.69,145.0,0.0,0
288,男,pct4,16.25,81.25,145.0,0.0,0
289,男,pct4,17.02,82.02,84.96,0.0,0
290,男,pct4,16.41,81.41,145.0,0.0,0
291,男,pct4,18.13,83.13,145.0,0.0,0
292,男,pct4,25.09,90.09,145.0,0.0,0
293,男,pct4,9.28,74.28,97.4,0.0,0
294,男,pct4,16.47,81.47,145.0,0.0,0
295,男,pct4,18.24,83.24,145.0,0.0,0
296,男,pct4,18.78,83.78,145.0,0.0,0
297,男,pct4,15.93,80.93,92.17,0.0,0
298,男,pct4,11.33,76.33,95.85,0.0,0
299,男,pct4,18.93,83.93,100.17,0.0,0
300,男,pct4,26.72,91.72,96.17,0.0,0
301,男,pct4,11.97,76.97,90.51,0.0,0
302,男,pct4,21.6,86.6,79.96,6.64,1
303,男,pct4,16.11,81.11,97.24,0.0,0
304,男,pct4,17.2,82.2,145.0,0.0,0
305,男,pct4,13.47,78.47,96.11,0.0,0
306,男,pct4,16.08,81.08,145.0,0.0,0
307,男,pct4,24.05,89.05,112.71,0.0,0
308,男,pct4,20.16,85.16,145.0,0.0,0
309,男,pct4,26.75,91.75,145.0,0.0,0
310,男,pct4,23.34,88.34,145.0,0.0,0
311,男,pct4,19.46,84.46,145.0,0.0,0
312,男,pct4,26.83,91.83,145.0,0.0,0
313,男,pct4,19.46,84.46,115.6,0.0,0
314,男,pct4,21.41,86.41,145.0,0.0,0
315,男,pct4,16.23,81.23,145.0,0.0,0
316,男,pct4,17.75,82.75,100.63,0.0,0
317,男,pct4,14.71,79.71,145.0,0.0,0
318,男,pct4,22.28,87.28,145.0,0.0,0
319,男,pct4,13.06,78.06,101.12,0.0,0
320,男,pct4,21.17,86.17,145.0,0.0,0
321,男,pct4,16.66,81.66,145.0,0.0,0
322,男,pct4,23.3,88.3,145.0,0.0,0
323,男,pct4,21.01,86.01,112.61,0.0,0
324,男,pct4,27.34,92.34,81.22,11.12,1
325,男,pct4,20.91,85.91,145.0,0.0,0
326,男,pct4,11.86,76.86,81.85,0.0,0
327,男,pct4,17.18,82.18,145.0,0.0,0
328,男,pct4,13.09,78.09,127.28,0.0,0
329,男,pct4,15.37,80.37,145.0,0.0,0
330,男,pct4,25.33,90.33,90.38,0.0,0
331,男,pct4,20.43,85.43,85.13,0.3,0
332,男,pct4,14.7,79.7,145.0,0.0,0
333,男,pct4,13.61,78.61,110.04,0.0,0
334,男,pct4,17.6,82.6,96.14,0.0,0
335,男,pct4,12.94,77.94,117.89,0.0,0
336,男,pct4,14.8,79.8,145.0,0.0,0
337,男,pct4,18.86,83.86,145.0,0.0,0
338,男,pct4,23.21,88.21,145.0,0.0,0
339,男,pct4,20.29,85.29,145.0,0.0,0
340,男,pct4,9.93,74.93,145.0,0.0,0
341,男,pct4,18.82,83.82,103.55,0.0,0
342,男,pct4,17.78,82.78,82.54,0.24,0
343,男,pct4,19.34,84.34,103.6,0.0,0
344,男,pct4,26.0,91.0,145.0,0.0,0
345,男,pct4,10.51,75.51,89.67,0.0,0
346,男,pct4,15.1,80.1,104.01,0.0,0
347,男,pct4,20.2,85.2,92.95,0.0,0
348,男,pct4,11.83,76.83,145.0,0.0,0
349,男,pct4,25.12,90.12,145.0,0.0,0
350,男,pct4,19.12,84.12,145.0,0.0,0
351,男,pct4,21.51,86.51,145.0,0.0,0
352,男,pct4,15.17,80.17,109.85,0.0,0
353,男,pct4,21.34,86.34,131.89,0.0,0
354,男,pct4,22.72,87.72,87.72,0.0,0
355,男,pct4,18.49,83.49,81.98,1.51,1
356,男,pct4,18.5,83.5,124.66,0.0,0
357,男,pct4,18.66,83.66,145.0,0.0,0
358,男,pct4,14.12,79.12,145.0,0.0,0
359,男,pct4,16.84,81.84,145.0,0.0,0
360,男,pct4,16.82,81.82,145.0,0.0,0
361,男,pct4,19.19,84.19,89.39,0.0,0
362,男,pct4,22.34,87.34,99.03,0.0,0
363,男,pct4,13.46,78.46,145.0,0.0,0
364,男,pct4,16.93,81.93,145.0,0.0,0
365,男,pct4,25.15,90.15,145.0,0.0,0
366,男,pct4,14.54,79.54,145.0,0.0,0
367,男,pct4,14.26,79.26,98.23,0.0,0
368,男,pct4,18.35,83.35,90.58,0.0,0
369,男,pct4,21.5,86.5,145.0,0.0,0
370,男,pct4,17.51,82.51,88.44,0.0,0
371,男,pct4,24.22,89.22,102.03,0.0,0
372,男,pct4,21.56,86.56,106.31,0.0,0
373,男,pct4,21.48,86.48,145.0,0.0,0
374,男,pct4,20.02,85.02,98.98,0.0,0
375,男,pct4,30.97,95.97,81.02,14.95,1
376,男,pct4,16.6,81.6,145.0,0.0,0
377,男,pct4,10.66,75.66,92.85,0.0,0
378,男,pct4,25.92,90.92,114.64,0.0,0
379,男,pct4,15.6,80.6,107.5,0.0,0
380,男,pct4,17.93,82.93,101.03,0.0,0
381,男,pct4,24.11,89.11,145.0,0.0,0
382,男,pct4,11.77,76.77,85.25,0.0,0
383,男,pct4,12.83,77.83,95.68,0.0,0
384,男,pct4,11.77,76.77,145.0,0.0,0
385,男,pct4,14.36,79.36,94.08,0.0,0
386,男,pct4,19.46,84.46,84.79,0.0,0
387,男,pct4,19.87,84.87,145.0,0.0,0
388,男,pct4,18.69,83.69,145.0,0.0,0
389,男,pct4,12.33,77.33,109.46,0.0,0
390,男,pct4,9.89,74.89,82.96,0.0,0
391,男,pct4,17.7,82.7,145.0,0.0,0
392,男,pct4,15.55,80.55,84.5,0.0,0
393,男,pct4,19.55,84.55,145.0,0.0,0
394,男,pct4,20.76,85.76,90.53,0.0,0
395,男,pct4,18.07,83.07,87.93,0.0,0
396,男,pct4,21.06,86.06,97.09,0.0,0
397,男,pct4,18.48,83.48,103.78,0.0,0
398,男,pct4,19.9,84.9,93.63,0.0,0
399,男,pct4,14.68,79.68,145.0,0.0,0
400,男,pct4,16.71,81.71,97.01,0.0,0
401,男,pct4,18.33,83.33,145.0,0.0,0
402,男,pct4,21.37,86.37,145.0,0.0,0
403,男,pct4,15.85,80.85,92.87,0.0,0
404,男,pct4,19.85,84.85,90.77,0.0,0
405,男,pct4,16.36,81.36,84.57,0.0,0
406,男,pct4,16.96,81.96,145.0,0.0,0
407,男,pct4,21.42,86.42,98.98,0.0,0
408,男,pct4,10.69,75.69,81.26,0.0,0
409,男,pct4,12.69,77.69,95.35,0.0,0
410,男,pct4,12.12,77.12,90.39,0.0,0
411,男,pct4,9.83,74.83,145.0,0.0,0
412,男,pct4,14.78,79.78,84.26,0.0,0
413,男,pct4,21.0,86.0,85.83,0.17,0
414,男,pct4,16.28,81.28,145.0,0.0,0
415,男,pct4,18.33,83.33,145.0,0.0,0
416,男,pct4,22.83,87.83,92.23,0.0,0
417,男,pct4,24.21,89.21,93.81,0.0,0
418,男,pct4,17.17,82.17,145.0,0.0,0
419,男,pct4,24.37,89.37,81.43,7.94,1
420,男,pct4,17.86,82.86,83.44,0.0,0
421,男,pct4,14.21,79.21,100.84,0.0,0
422,男,pct4,15.09,80.09,145.0,0.0,0
423,男,pct4,12.13,77.13,97.22,0.0,0
424,男,pct4,14.03,79.03,119.34,0.0,0
425,男,pct4,15.99,80.99,145.0,0.0,0
426,男,pct4,21.28,86.28,145.0,0.0,0
427,男,pct4,26.68,91.68,94.67,0.0,0
428,男,pct4,12.43,77.43,110.94,0.0,0
429,男,pct4,19.24,84.24,145.0,0.0,0
430,男,pct4,13.52,78.52,85.31,0.0,0
431,男,pct4,19.63,84.63,145.0,0.0,0
432,男,pct4,16.91,81.91,89.19,0.0,0
433,男,pct4,11.13,76.13,119.49,0.0,0
434,男,pct4,21.95,86.95,101.91,0.0,0
435,男,pct4,15.05,80.05,89.79,0.0,0
436,男,pct4,15.31,80.31,89.54,0.0,0
437,男,pct4,13.42,78.42,145.0,0.0,0
438,男,pct4,14.86,79.86,145.0,0.0,0
439,男,pct4,19.4,84.4,105.72,0.0,0
440,男,pct4,16.67,81.67,116.69,0.0,0
441,男,pct4,18.93,83.93,145.0,0.0,0
442,男,pct4,19.09,84.09,89.65,0.0,0
443,男,pct4,24.17,89.17,145.0,0.0,0
444,男,pct4,16.05,81.05,145.0,0.0,0
445,男,pct4,12.14,77.14,145.0,0.0,0
446,男,pct4,22.71,87.71,98.49,0.0,0
447,男,pct4,16.09,81.09,96.78,0.0,0
448,男,pct4,22.98,87.98,145.0,0.0,0
449,男,pct4,19.19,84.19,145.0,0.0,0
450,男,pct4,16.91,81.91,95.37,0.0,0
451,男,pct4,19.03,84.03,97.89,0.0,0
452,男,pct4,28.23,93.23,145.0,0.0,0
453,男,pct4,29.12,94.12,91.21,2.91,1
454,男,pct4,17.76,82.76,97.74,0.0,0
455,男,pct4,18.17,83.17,118.32,0.0,0
456,男,pct4,22.76,87.76,145.0,0.0,0
457,男,pct4,14.18,79.18,94.23,0.0,0
458,男,pct4,18.96,83.96,83.53,0.42,0
459,男,pct4,17.35,82.35,83.17,0.0,0
460,男,pct4,18.87,83.87,87.13,0.0,0
461,男,pct4,14.22,79.22,86.73,0.0,0
462,男,pct4,11.81,76.81,104.78,0.0,0
463,男,pct4,10.48,75.48,87.69,0.0,0
464,男,pct4,13.26,78.26,92.79,0.0,0
465,男,pct4,15.6,80.6,91.86,0.0,0
466,男,pct4,16.25,81.25,97.12,0.0,0
467,男,pct4,28.14,93.14,145.0,0.0,0
468,男,pct4,22.93,87.93,145.0,0.0,0
469,男,pct4,13.78,78.78,112.88,0.0,0
470,男,pct4,19.02,84.02,96.72,0.0,0
471,男,pct4,15.8,80.8,97.27,0.0,0
472,男,pct4,16.28,81.28,145.0,0.0,0
473,男,pct4,18.28,83.28,145.0,0.0,0
474,男,pct4,20.34,85.34,90.32,0.0,0
475,男,pct4,16.06,81.06,114.22,0.0,0
476,男,pct4,22.69,87.69,82.64,5.05,1
477,男,pct4,13.18,78.18,134.72,0.0,0
478,男,pct4,17.49,82.49,145.0,0.0,0
479,男,pct4,33.1,98.1,100.85,0.0,0
480,男,pct4,18.45,83.45,145.0,0.0,0
481,男,pct4,24.85,89.85,90.6,0.0,0
482,男,pct4,17.86,82.86,135.99,0.0,0
483,男,pct4,20.15,85.15,109.92,0.0,0
484,男,pct4,17.22,82.22,106.91,0.0,0
485,男,pct4,16.75,81.75,106.33,0.0,0
486,男,pct4,14.41,79.41,119.93,0.0,0
487,男,pct4,19.41,84.41,145.0,0.0,0
488,男,pct4,14.16,79.16,145.0,0.0,0
489,男,pct4,20.57,85.57,111.77,0.0,0
490,男,pct4,22.81,87.81,145.0,0.0,0
491,男,pct4,19.11,84.11,92.81,0.0,0
492,男,pct4,16.27,81.27,145.0,0.0,0
493,男,pct4,19.53,84.53,92.01,0.0,0
494,男,pct4,16.18,81.18,145.0,0.0,0
495,男,pct4,21.99,86.99,145.0,0.0,0
496,男,pct4,11.12,76.12,106.02,0.0,0
497,男,pct4,16.08,81.08,81.96,0.0,0
498,男,pct4,10.7,75.7,95.14,0.0,0
499,男,pct4,12.08,77.08,145.0,0.0,0
500,男,pct4,24.43,89.43,145.0,0.0,0
501,男,pct4,21.77,86.77,144.93,0.0,0
502,男,pct4,14.63,79.63,145.0,0.0,0
503,男,pct4,12.06,77.06,145.0,0.0,0
504,男,pct4,8.42,73.42,145.0,0.0,0
505,男,pct4,15.28,80.28,145.0,0.0,0
506,男,pct4,31.69,96.69,145.0,0.0,0
507,男,pct4,19.44,84.44,145.0,0.0,0
508,男,pct4,15.21,80.21,145.0,0.0,0
509,男,pct4,19.58,84.58,100.14,0.0,0
510,男,pct4,11.89,76.89,94.28,0.0,0
511,男,pct4,16.23,81.23,145.0,0.0,0
512,男,pct4,17.9,82.9,135.71,0.0,0
513,男,pct4,17.1,82.1,145.0,0.0,0
514,男,pct4,21.22,86.22,121.61,0.0,0
515,男,pct4,19.01,84.01,94.51,0.0,0
516,男,pct4,20.59,85.59,112.56,0.0,0
517,男,pct4,14.74,79.74,145.0,0.0,0
518,男,pct4,21.78,86.78,145.0,0.0,0
519,男,pct4,26.08,91.08,84.21,6.87,1
520,男,pct4,13.75,78.75,102.74,0.0,0
521,男,pct4,14.03,79.03,145.0,0.0,0
522,男,pct4,24.26,89.26,102.79,0.0,0
523,男,pct4,16.66,81.66,83.74,0.0,0
524,男,pct4,24.67,89.67,145.0,0.0,0
525,男,pct4,15.66,80.66,145.0,0.0,0
526,男,pct4,24.99,89.99,108.25,0.0,0
527,男,pct4,18.04,83.04,98.59,0.0,0
528,男,pct4,18.61,83.61,145.0,0.0,0
529,男,pct4,25.67,90.67,95.25,0.0,0
530,男,pct4,15.97,80.97,145.0,0.0,0
531,男,pct4,13.85,78.85,145.0,0.0,0
532,男,pct4,15.64,80.64,143.48,0.0,0
533,男,pct4,19.52,84.52,124.09,0.0,0
